"","species","dr.statistic","tb.statistic","nh.statistic","div","elev.mid","elev.max","elev.range","lat.mid","lat.max","lat.range","temp","temp.stability","temp.seasonality","min.temp.cold.q","precip","precip.stability","precip.seasonality","min.precip.dry.q"
"Syna_azara_L8177","Syna_azara_L8177",-0.942099805251625,0.238472657909192,15.3037421986273,560,1850,3100,2500,7.26580810550013,10.2631225590001,5.99462890699997,168.0279504,48.43895516,1259.437068,100.6239161,1349.94881,240.6212221,55.66423565,138.3273402
"Syna_cours_L58452","Syna_cours_L58452",-0.942099805251625,0.238472657909192,15.3037421986273,131,2975,3500,1050,13.9442132214999,12.9139066059999,2.0606132309999,99.88656197,72.88656197,1174.966573,24.89656459,531.2356807,13.76431932,82.00334362,14.03006013
"Syna_front_L52049","Syna_front_L52049",-1.35103397030583,1.11869314522879,15.7715566385815,377,1250,2500,2500,20.0887451174999,2.36578369199992,35.445922851,232.0732822,35.14645617,2370.06487,150.4288488,1201.950094,94.58528671,66.08161571,63.34628814
"Syna_albes_MPEGMT50","Syna_albes_MPEGMT50",-1.43999893141813,1.32956579605819,15.7955083219148,582,1050,2100,2100,5.51211547850014,12.4639282230002,13.9036254890001,237.1890896,34.21917189,1824.54758,169.1787839,1533.050093,149.0686453,63.00188636,93.4328859
"Syna_alblar_L44453","Syna_alblar_L44453",-1.43999893141813,1.32956579605819,15.7955083219148,418,1050,2100,2100,5.33212280249981,2.87847900400021,16.421203613,245.1153836,30.52726008,493.8918738,204.5271497,2589.545337,223.1397272,30.85603889,365.3913676
"Syna_spixi_AMNRTC349","Syna_spixi_AMNRTC349",-1.49218691704716,1.33120413064298,16.1950174422107,287,1025,2050,2050,20.3652954099999,12.9078979489998,14.9147949220001,194.6152724,33.99447095,3368.140247,101.5286439,1448.337753,116.4425212,31.65793121,221.2130672
"Syna_hypspo_KU3122","Syna_hypspo_KU3122",-1.49218691704716,1.33120413064298,16.1950174422107,401,700,1400,1400,8.05645072499993,3.63128662099996,8.85032820799994,250.7429812,37.61907593,1192.940683,187.3702278,1453.288624,94.42451116,70.77071009,55.13994108
"Syna_hellm_F392830","Syna_hellm_F392830",-1.71303779894313,1.63411382802097,17.0814684786708,118,300,400,200,9.62723635249986,4.65380859299984,9.94685551900006,255.6388851,52.89606692,1286.035868,190.5284094,659.5608406,84.06286029,79.84079947,22.00476205
"Syna_whiney_SP86013","Syna_whiney_SP86013",-0.556839817018357,0.0953674508915776,15.0786883458239,267,700,1400,1400,22.7776489259999,17.7326049809999,10.09008789,192.2720918,42.51067631,2362.010836,107.4909255,1580.233111,127.1042672,52.26325404,162.5427444
"Syna_rufcap_L25955","Syna_rufcap_L25955",-0.556839817018357,0.0953674508915776,15.0786883458239,267,700,1400,1400,22.7776489259999,17.7326049809999,10.09008789,208.7240252,37.87216151,2545.063225,122.4234128,1535.289494,113.1789615,45.71657092,179.677029
"Syna_infata_SP85754","Syna_infata_SP85754",-0.871391509598253,0.573466282601676,15.544642524018,131,75,150,150,8.29334455699987,6.93800747299991,2.71067416799992,247.7215003,46.01323723,1097.83749,202.3799429,1373.123917,71.54234075,58.71571858,96.99424801
"Syna_macco_LSUMZ55245","Syna_macco_LSUMZ55245",-1.10063096633055,0.791949664256939,16.0194782317428,270,950,1900,1900,3.79562855250018,6.91220417900013,6.23315125299991,243.9064659,36.97200848,675.9476157,206.5916114,2524.61985,218.2786152,49.10388303,196.6361442
"Syna_caban_L2013","Syna_caban_L2013",-1.33616559876571,1.08809791418891,16.5127561507336,478,700,1400,1400,12.6784667969999,7.95782470699982,9.44128418000018,229.0671581,36.10219757,992.9479934,169.1900205,2508.962137,422.3351371,46.15501764,280.3900061
"Syna_moesta_LSUMZ44663","Syna_moesta_LSUMZ44663",-1.53476468259448,1.19810027472844,17.0143907442793,410,800,1600,1600,0.655944823999846,5.31768798900021,11.9472656260001,236.6932874,36.36257359,579.3394457,194.1475429,3171.282587,475.0026188,25.23835862,497.4684799
"Syna_uniufa_H1668","Syna_uniufa_H1668",-1.19281866019525,0.944562492640799,15.7061808317958,519,2500,3300,1600,2.99652099650015,10.9503173830002,15.9075927730001,142.0174679,61.63612245,466.0027405,92.99398024,1867.697097,347.4715157,37.45637706,235.1732033
"Syna_casnea_AMNHDOT5051","Syna_casnea_AMNHDOT5051",-1.19281866019525,0.944562492640799,15.7061808317958,128,1750,2200,900,10.3948059085002,10.5261230470002,0.262634277,178.0384538,37.61421138,445.885861,141.3428019,1027.954887,118.6763671,59.28084509,47.44754819
"Syna_fusufa_H483","Syna_fusufa_H483",-1.39153830870822,1.11357117783854,16.1590943777198,129,75,150,150,10.9046936035001,11.2011108400001,0.592834473,157.0361171,36.30997604,382.970369,117.3058677,1766.822293,354.8056951,62.96784609,62.99962466
"Syna_rutans_MPEG440","Syna_rutans_MPEG440",-1.30151753809766,1.1043053855282,15.7418007984624,466,600,1200,1200,3.0278930660001,8.28631591800013,10.516845704,250.0336808,32.42588274,589.0116223,210.3651304,2376.2368,191.3133357,48.42657841,235.887028
"Syna_cherr_L46223","Syna_cherr_L46223",-1.30151753809766,1.1043053855282,15.7418007984624,403,650,1100,900,4.95198052299986,1.32453639800019,12.5530338420001,244.5709119,34.59650389,666.0280049,197.8305952,2061.732272,134.803504,66.20840551,63.59878647
"Syna_cinmom_Ph1278","Syna_cinmom_Ph1278",-1.46617022054909,1.29974823951855,16.1805826190991,265,1000,2000,2000,10.4990234375002,11.3461303710002,1.6942138670001,216.8755285,41.44456015,487.9036956,177.0296172,1552.679812,224.6326802,50.62523351,111.0470463
"Syna_cande_COPML800","Syna_cande_COPML800",-1.26225826437721,1.08059766194579,15.7192622317958,203,550,1100,1100,11.3228149415001,12.4639282230002,2.2822265630002,263.3202875,30.48373927,573.1942965,223.1607797,1116.441376,248.062477,61.99000844,48.50896552
"Syna_eryrax_L60803","Syna_eryrax_L60803",-1.26225826437721,1.08059766194579,15.7192622317958,92,375,750,750,18.6174926760002,21.6234741210002,6.01196289,254.5179202,38.23966938,1681.730708,193.6656823,1767.440386,569.2266359,63.33480931,118.455298
"Syna_kolla_SB14131","Syna_kolla_SB14131",-1.41593656633661,1.23103577612562,16.1597043777198,182,50,100,100,3.46670532200011,3.99749755800002,1.06158447199982,272.4562338,43.8110725,1090.289113,229.623584,1436.718261,124.1264807,86.37249642,62.65616771
"Syna_tithys_LSU66917","Syna_tithys_LSU66917",-1.57192549130721,1.43012175490005,16.6145232840669,122,500,1000,1000,2.86811003449989,0.511920156999963,4.71237975499986,234.9871143,19.21745136,638.3556152,185.2038374,767.942753,103.3730869,112.7631405,10.85540222
"Syna_bracura_ICN28402","Syna_bracura_ICN28402",-1.63452801447368,1.4523854264368,17.0509735538472,315,1000,2000,2000,6.43594360350014,16.0270996090001,19.182312011,242.917121,28.818335,498.7812617,209.2370295,2923.71485,910.2039702,50.99920487,321.2140573
"Syna_subdic_IAvHBT9738","Syna_subdic_IAvHBT9738",-1.63452801447368,1.4523854264368,17.0509735538472,148,2200,3200,2000,5.29840087850022,6.34051513600019,2.08422851499995,132.597251,74.55217592,238.2059238,88.08428929,1230.758637,177.1903773,38.58887346,133.3553564
"Syna_alblor_L37894","Syna_alblor_L37894",-0.938308136166009,-0.329966246546876,16.7698663765985,200,500,1000,1000,12.1616133059999,9.26322905299986,5.79676850600004,255.7505946,27.22799142,1694.91412,174.8902465,1316.271568,61.18653904,65.91810305,49.4240961
"Syna_gujsis_A6193","Syna_gujsis_A6193",-0.938308136166009,-0.329966246546876,16.7698663765985,504,650,1300,1300,3.51977539050012,9.27008056700015,11.5006103530001,251.0590446,31.87889723,655.5836357,208.1148537,2213.165082,169.7678782,53.84484871,169.0785514
"Syna_marica_L32940","Syna_marica_L32940",-1.47986664080301,1.17207059745533,17.387209391083,188,1150,1850,1400,5.00093961749994,4.52319335899995,0.95549251699998,226.2180688,44.46274966,702.4705914,164.991141,908.5589803,212.3004307,27.19078207,139.4443537
"Syna_scuata_MZU94627","Syna_scuata_MZU94627",-1.34097460543223,0.736918102715883,17.3433945833907,377,850,1700,1700,8.68713849799991,2.64410400399993,12.086068988,247.6053956,40.41806953,1364.839071,181.2435988,1292.243998,96.15821291,76.76483884,34.82819225
"Syna_cincen_ARTC326","Syna_cincen_ARTC326",-1.34097460543223,0.736918102715883,17.3433945833907,272,575,1150,1150,26.1044006349999,18.4799194339998,15.2489624020002,202.0568835,35.54639026,3023.105271,111.3688433,1538.630071,112.9620623,33.84678837,222.1515571
"Syna_zimme_L44781","Syna_zimme_L44781",-1.47394852351852,1.11439803556224,17.8123743285725,22,2450,2800,700,9.7837524414999,9.46630859399983,0.63488769500017,132.7032342,41.92545642,403.2863587,86.69599313,451.0122424,39.54100188,111.9247636,2.168338001
"Syna_stirax_P19031","Syna_stirax_P19031",-1.47394852351852,1.11439803556224,17.8123743285725,198,300,600,600,2.67285156249997,0.70031738299997,3.945068359,237.7706285,12.17747929,1203.010984,181.9105568,258.0247381,31.54278346,133.5908084,5.487438842
"Syna_hypdri_L49709","Syna_hypdri_L49709",-1.73785773971832,1.36850913749579,18.427567717263,73,2325,3000,1350,7.61431884799987,6.7670288089999,1.69458007799994,137.3352283,70.75862659,380.6615095,73.61305389,829.6157036,101.2446232,62.24495158,40.21533249
"Certhxis_cinmeus_SB04092","Certhxis_cinmeus_SB04092",-1.69704209073095,1.33928817970652,18.3943875640372,573,250,500,500,10.7692871099999,12.6311035150002,46.8007812500001,245.2050395,33.18093204,1800.292168,179.3676526,1507.943195,122.3297738,58.32023161,110.8381767
"Certhxis_mustel_L45889","Certhxis_mustel_L45889",-1.69704209073095,1.33928817970652,18.3943875640372,372,75,150,150,5.9548034664999,0.598510741999917,10.712585449,256.5334912,33.82977972,465.042482,221.9113495,2450.328426,176.0432152,41.23746275,270.230358
"Syna_proqua_L43083","Syna_proqua_L43083",-1.76574319084202,1.52444565927767,18.4267321890372,369,600,1200,1200,5.81198120099987,0.182128906000116,11.9882202139999,252.5409972,30.86782723,435.9679944,215.8507389,2494.567267,172.6721143,33.76057451,336.6643906
"Schoeni_phrlus_F334448","Schoeni_phrlus_F334448",-1.76574319084202,1.52444565927767,18.4267321890372,340,250,500,500,20.0517827735,4.51048693399997,31.0825916789999,219.9747138,26.14272497,3377.735463,120.9168536,1230.875383,80.73727258,45.71956147,129.0293127
"Pseusth_cacto_L103911","Pseusth_cacto_L103911",-1.24123844362687,0.581291170334482,18.130461276047,54,1250,2400,2300,9.20540618449988,7.73460387199992,2.94160462499988,150.5781138,27.23905996,1039.664591,85.24792514,124.5327029,18.69763873,126.7811556,1.131520885
"Pseusth_stechi_APRS1782","Pseusth_stechi_APRS1782",-1.24123844362687,0.581291170334482,18.130461276047,117,1750,3000,2500,31.4405563724999,22.061721927,18.7576688909999,125.9999965,26.95775478,4980.848001,-8.789321436,305.0116328,54.81334122,81.01431983,15.14032686
"Pseusth_patag_L56798","Pseusth_patag_L56798",-1.63538737323641,0.846679526400997,18.8409880271795,68,350,700,700,41.5422363285,34.669982911,13.744506835,126.6777851,46.39901324,5670.383971,5.060987993,267.8420235,104.5905236,30.677222,39.95588537
"Pseusth_humic_A12194","Pseusth_humic_A12194",-2.07077910504655,1.88668154342611,19.5914015284149,39,1125,2200,2150,31.2998962399999,24.1859130859999,14.227966308,152.30783,13.31720856,3825.876125,51.05870831,410.0825566,47.47442599,111.6243139,11.44171108
"Crani_baron_LSUMZ72777","Crani_baron_LSUMZ72777",-0.376550243649778,0.260956350745012,13.7167696824789,261,3100,4500,2800,8.72900390649988,5.46740722699985,6.52319335900005,100.5320998,77.09002229,511.6253894,38.52188356,1068.90313,212.7840916,56.8211462,80.12361159
"Crani_antsis_L441","Crani_antsis_L441",-0.376550243649778,0.260956350745012,13.7167696824789,304,2625,4400,3550,3.45780959049995,2.53127061699996,1.85307794699998,123.7212817,65.92545024,413.7403957,63.84665823,833.1529611,163.6496193,64.09182486,57.22620141
"Crani_eryops_H2081","Crani_eryops_H2081",-0.480155988057422,0.374917580572152,14.0930908546752,318,1225,2300,2150,4.84854126000008,11.0114746100001,12.3258667000001,202.6098732,39.32717935,353.3829285,172.4235307,3381.683035,814.0178071,39.40249623,453.7018989
"Crani_curta_L6032","Crani_curta_L6032",-0.575366250083536,0.464089403808247,14.4880352095088,543,1400,2300,1800,0.290344238000074,6.02587890600012,11.4710693360001,192.2374395,46.94037949,872.8780893,134.8662798,2006.609571,366.2065231,39.3573788,264.9496926
"Crani_subata_Ph301","Crani_subata_Ph301",-0.138502657850551,-0.198072961385785,13.6930147511063,245,1000,1950,1900,10.8132019040002,11.2932739250001,0.9601440419999,242.4929738,38.36315578,576.6126711,198.8834566,1482.073279,265.6282673,54.50331269,87.95174566
"Crani_semrea_F399207","Crani_semrea_F399207",-0.138502657850551,-0.198072961385785,13.6930147511063,208,675,850,350,10.1325378419999,3.82098388699995,12.6231079099999,242.0868023,46.88356396,1195.128871,177.1217672,919.6998096,110.3869401,81.81734175,20.51208198
"Crani_hellm_IAvHBT484","Crani_hellm_IAvHBT484",-0.389874516299717,0.204208611468373,14.0830967132611,131,75,150,150,10.6995849610001,11.1182861330001,0.837402343999999,160.1675408,35.21383706,376.074956,118.4884868,1703.745022,373.3931704,62.56647652,63.90836982
"Crani_demis_APRS440","Crani_demis_APRS440",-0.546407186886349,0.398155793366418,14.4848636730505,253,1775,2450,1350,3.84550278900011,6.56869785200013,5.44639012600004,190.0119876,48.42466831,439.5222196,146.5688424,2846.694756,307.138371,50.18123866,235.359034
"Crani_albpil_L49667","Crani_albpil_L49667",-0.795554444994108,0.604815193311958,15.3437411637538,273,3100,3800,1400,11.7065429684998,10.9273071289998,1.558471679,108.4397916,71.19208523,960.0482327,44.62847177,1291.904605,160.0520917,58.90905994,93.02443183
"Crani_pyrphi_L52007","Crani_pyrphi_L52007",-0.693054284601368,0.335903503494613,15.3293508366705,229,1650,3100,2900,28.4176330564999,15.668884277,25.4974975589999,173.7920288,30.4331402,4704.543442,51.29109217,624.0750532,102.5071784,64.68171404,40.6008416
"Crani_henr_ZMC125818","Crani_henr_ZMC125818",-0.693054284601368,0.335903503494613,15.3293508366705,109,2550,3300,1500,16.1798706054999,15.4854125979999,1.3889160149999,137.0732729,51.80278113,1736.304691,52.32563823,635.1259174,59.24585537,75.54838374,25.39140231
"Crani_palida_F395422","Crani_palida_F395422",-0.819919476701853,0.326310783483304,15.7869346988546,266,1425,2150,1450,19.2866516114999,13.7443847659999,11.084533691,209.2681853,45.73467177,1763.978145,130.1424035,1458.28617,113.9729501,75.23005949,56.46528376
"Crani_obseta_K3846","Crani_obseta_K3846",-0.819919476701853,0.326310783483304,15.7869346988546,219,500,1000,1000,27.5621948244998,22.9501953129998,9.2239990230001,197.3868398,31.15523418,3410.846236,102.5841369,1669.693457,115.4474815,19.35923748,299.8571294
"Crani_vulina_L46740","Crani_vulina_L46740",-0.963457875057052,0.797980057040701,15.3956028467715,19,200,400,400,7.47927856450016,7.64367675800014,0.32879638699995,260.4232821,37.71494875,840.1009531,238.4219589,2655.255468,405.167024,65.74359774,56.28622391
"Crani_muell_L25422","Crani_muell_L25422",-0.963457875057052,0.797980057040701,15.3956028467715,292,75,150,150,0.511810303000061,2.5003051760001,3.97698974600007,264.8484002,41.91491259,762.666975,233.9017767,2283.355087,207.5632711,59.42199047,141.6607044
"Crani_vulcel_L3181","Crani_vulcel_L3181",-1.10540120866213,0.940160762334153,15.8498977725223,346,150,300,300,5.7568969729999,0.221191406999935,11.071411132,253.2705691,30.38307386,408.5719694,217.533818,2497.737307,159.4192001,34.87050422,317.4845275
"Crani_vulina_L25425","Crani_vulina_L25425",-1.2471699572119,1.07595333595565,16.3245229429695,478,200,400,400,6.36132812550022,10.0159301760002,7.30920410099997,257.3529611,35.09646554,891.9328464,209.6257078,1850.456794,146.2532668,67.96459972,83.07530697
"Crani_martae_NM34431","Crani_martae_NM34431",-0.960795725333172,0.417134752174155,16.2512503025162,316,2950,3500,1100,11.8336791994999,11.4232788089998,0.8208007810002,111.9354569,69.60212352,1032.846571,46.96831253,2044.059021,415.292823,56.01084629,195.5937784
"Crani_albcep_L1231","Crani_albcep_L1231",-0.960795725333172,0.417134752174155,16.2512503025162,309,2800,3400,1200,15.8489990239999,13.7835083009998,4.1309814460001,127.0283301,58.70020515,1541.295358,54.82097319,1455.265879,231.2656732,64.45552819,84.33973897
"Thripha_berle_L61293","Thripha_berle_L61293",-1.31101677867484,1.04154445896059,16.796940795202,233,2950,3350,800,6.75082397449992,5.34661865299989,2.80841064300006,118.789318,69.97299151,571.6056219,56.76986602,1343.997173,287.475755,33.05652,195.3350801
"Limnoct_rectri_A12093","Limnoct_rectri_A12093",-1.46494231004901,1.19754197076984,17.3140693348364,132,550,1100,1100,32.0910339355,29.204284668,5.7734985349999,174.1950367,31.20752671,4305.3212,73.71079214,1213.042977,128.838296,16.40343725,238.0292383
"Crani_sulera_L52009","Crani_sulera_L52009",-1.46494231004901,1.19754197076984,17.3140693348364,116,75,150,150,35.0912475584998,29.0161132809998,12.1502685550001,166.2121603,26.97751211,4733.721184,56.6319351,1047.811586,167.9869881,26.0062545,172.3482731
"Thripha_macura_GSB57","Thripha_macura_GSB57",-1.41351635039981,1.28273000917157,16.8209806631758,235,500,1000,1000,17.0498352049999,12.3422851559999,9.415100098,238.6107943,31.79243127,1576.675076,185.6057968,1257.596667,65.5259451,41.8904489,168.3608706
"Roraim_adust_A11993","Roraim_adust_A11993",-1.41351635039981,1.28273000917157,16.8209806631758,253,1750,2500,1500,5.32223707950016,6.48462053800012,2.32476691699992,195.4662902,49.28028648,450.196012,152.3977501,2684.48462,288.1947294,47.56913851,237.5120446
"Thripha_fuscep_L7607","Thripha_fuscep_L7607",-1.52915912427373,1.40260290100003,17.3292309963749,470,350,650,600,5.45953304799991,0.130798339999956,10.6574694159999,250.637621,25.37851778,829.0577754,198.5726003,2372.909163,239.1987886,45.343618,274.2493817
"Crani_gutrata_L4716","Crani_gutrata_L4716",-1.64148319044057,1.47379915802456,17.8597694762299,468,550,1100,1100,3.23132324250005,7.55432128900009,8.64599609300007,250.5228698,30.73032084,564.0616047,209.7798739,2382.720134,190.5578699,46.20571957,242.4760815
"Siptor_strcol_H7493","Siptor_strcol_H7493",-1.92458776495493,1.69930509618455,19.0026550038072,316,1700,2400,1400,1.5697631834999,2.43707275400016,8.01367187500012,176.3326801,51.01689066,562.3200645,124.0232397,1945.030169,352.9855589,19.49285113,355.9325995
"Xenerp_minlos_L46627","Xenerp_minlos_L46627",-1.42356238131012,0.845106174683467,17.7964146896565,222,450,900,900,4.64010620100018,9.12829589800015,8.97637939399994,251.8581067,27.3973439,270.1058362,222.0521635,3356.702922,965.2533705,40.05463904,357.4081256
"Xenerp_sinlar_L44674","Xenerp_sinlar_L44674",-1.42356238131012,0.845106174683467,17.7964146896565,367,1350,1700,700,2.86247483749983,0.364685058999839,4.99557955699998,196.6888936,46.4351172,639.6757665,141.0980212,2081.830664,386.6733937,18.13820647,399.1695342
"Metopo_auraca_L7367","Metopo_auraca_L7367",-1.78767521439413,1.54254013042797,18.4409225933922,338,550,1100,1100,6.2933959959999,1.12609863300014,14.838989258,248.5218899,27.46451486,496.6190829,206.5617895,2455.713551,183.4745928,39.06437086,292.5385273
"Acroba_fon_L26329","Acroba_fon_L26329",-1.98439362522734,1.84289101720203,19.0393777496266,163,75,150,150,15.2816385814999,14.5140991209998,1.5350789210001,235.2081142,28.58664531,1393.415767,186.9064312,1247.652556,53.36703351,27.51531181,207.4837268
"Pseusei_uniufa_L38157","Pseusei_uniufa_L38157",-1.1929280430945,0.285149618495455,18.1250463287317,232,400,500,200,14.4659423829999,12.4046020509999,4.1226806639999,245.9072282,29.83938397,1551.360765,164.2187815,1444.380362,95.82230743,63.9599659,61.13565761
"Pseusei_criata_LSUMZ181472","Pseusei_criata_LSUMZ181472",-1.1929280430945,0.285149618495455,18.1250463287317,221,275,500,450,8.08969116199989,3.51770019499986,9.14398193400004,262.4418579,49.12619985,1324.455157,203.0784967,829.8365553,62.32856233,76.10188943,35.68231501
"Pseusei_lopho_AJJW251","Pseusei_lopho_AJJW251",-1.26398406933414,0.59636697079083,18.1452775787317,142,450,900,900,25.6121520995,18.302124024,14.6200561509999,195.3758299,25.3371658,4647.085501,77.18712407,824.7117517,101.1157541,55.92010266,72.819515
"Pseusei_gutlis_L56811","Pseusei_gutlis_L56811",-1.26398406933414,0.59636697079083,18.1452775787317,89,1450,2900,2900,37.1426391604999,25.2573852539999,23.770507813,131.0995557,42.43329648,5580.370376,7.703679468,275.3914283,98.9379946,38.07561634,37.12849873
"Sparto_malide_L52045","Sparto_malide_L52045",-2.08222218578677,1.9179381257853,19.5984758586164,125,450,900,900,34.9714965819999,28.7766113279999,12.389770508,165.2769841,27.91955321,5134.853883,46.07744819,836.1906197,161.274219,35.77226348,113.2793027
"Asthen_fulnos_H2552","Asthen_fulnos_H2552",-0.805148983976052,0.612570872213555,15.9297027074018,369,3000,3600,1200,1.10648605000014,7.71177342600021,13.2105747520001,119.349664,72.03922022,373.3976732,69.21148684,1497.234436,300.639326,36.13803044,180.7919959
"Asthen_perjan_IC36847","Asthen_perjan_IC36847",-0.805148983976052,0.612570872213555,15.9297027074018,148,75,150,150,10.3218078610002,10.4711303710002,0.29864502,95.29577531,42.29577531,319.3292096,53.62576524,1607.168149,343.3348159,56.32943749,84.65832077
"Asthen_cory_PhAMC1238","Asthen_cory_PhAMC1238",-0.966561898309138,0.765243165738928,16.4513521039723,153,3450,4100,1300,8.57791137700016,9.5234985350001,1.89117431599988,146.0516266,54.18013131,382.2625429,97.14756197,1449.512215,258.0829209,41.58527866,120.3054078
"Asthen_gririn_L32122","Asthen_gririn_L32122",-1.13406437816633,0.838591210128331,17.0014226848943,192,3075,4000,1850,4.51858520449989,2.73687744099988,3.56341552700001,131.5472295,57.41925672,378.7199306,75.38030094,894.1947555,230.730127,51.36261829,102.0945228
"Asthen_pudi_L2075","Asthen_pudi_L2075",-1.36185361575129,1.15827519328081,17.58895535229,73,3225,4000,1550,13.3945112394999,7.91828601799989,10.952450443,91.90373113,50.03662319,987.2542559,17.26734927,307.442086,41.28033685,116.9613595,4.298948974
"Asthen_heleri_L514","Asthen_heleri_L514",-0.997315914729059,0.672721489199658,16.4739265113797,354,3200,3700,1000,13.5314941404998,11.8449096679998,3.373168945,109.3814813,70.33342743,1096.305687,42.99870839,1746.433557,277.9467618,59.93469243,132.9169799
"Asthen_harte_L1271","Asthen_harte_L1271",-0.997315914729059,0.672721489199658,16.4739265113797,252,3150,3400,500,16.2214355469999,14.5549926759999,3.3328857420001,135.3393273,56.7367411,1584.741777,63.13800946,1474.103742,193.6792099,64.11368662,87.12127302
"Asthen_vilbae_KU29251","Asthen_vilbae_KU29251",-0.894252467958565,0.356685143886713,16.4542606965649,238,3215,3600,770,12.7544206739999,11.689566445,2.1297084579998,146.6199137,56.28796349,992.8575901,82.60962867,1209.938271,106.5436764,59.21967771,73.20871238
"Asthen_vilbae_F390681","Asthen_vilbae_F390681",-0.894252467958565,0.356685143886713,16.4542606965649,283,3215,3600,770,12.4817532719999,11.5161132809998,1.9312799820001,165.6068864,51.65759955,859.7374586,107.1495385,1494.178237,183.2187001,51.48926012,110.2599914
"Asthen_otton_L61395","Asthen_otton_L61395",-1.27792585998631,1.15808110554438,17.0419219925866,216,3375,4000,1250,13.3795776374998,12.4442749029998,1.870605469,90.13652418,73.63769514,1159.513285,16.49038067,836.1062355,112.3092016,78.94464032,34.17145744
"Asthen_palbra_L49625","Asthen_palbra_L49625",-1.27792585998631,1.15808110554438,17.0419219925866,206,3350,3700,700,11.5631103514999,11.0715942379998,0.9830322270001,95.64701889,74.67065525,859.8748588,33.92996147,1239.886472,246.8183109,53.1291019,102.072823
"Asthen_hete_LSUMZ68096","Asthen_hete_LSUMZ68096",-1.1988889166374,0.710051494152713,17.54105023229,181,3350,4200,1700,20.7153320314999,16.3986816409999,8.633300781,100.9459754,50.21553139,2448.0506,-1.804414319,758.8149126,80.13504626,90.99287534,16.96289461
"Asthen_pyrleu_L56783","Asthen_pyrleu_L56783",-1.1988889166374,0.710051494152713,17.54105023229,120,1500,3000,3000,40.7813804374999,29.062272594,23.4382156869999,116.6351977,46.03502026,5233.471373,1.680511844,394.4940734,125.2870143,42.47360028,42.17748223
"Asthen_morrae_GCMN215","Asthen_morrae_GCMN215",-1.5257875911584,1.24749281991185,18.1871733253021,214,2325,2800,950,21.2120971679999,19.6885986329999,3.04699707,215.2705122,46.15648601,2028.62587,140.4932811,1382.951713,122.9223125,70.58239276,69.93195503
"Asthen_scleri_ARTC352","Asthen_scleri_ARTC352",-0.685141268261823,0.0444904574743504,16.0422132788304,433,3700,4600,1800,9.53985595699979,11.2374877930002,41.5546875,87.05885335,57.1838804,2034.110198,-7.574866908,764.2528781,133.81758,86.23581953,44.12381821
"Asthen_wyat_L61375","Asthen_wyat_L61375",-0.685141268261823,0.0444904574743504,16.0422132788304,433,3700,4600,1800,9.53985595699979,11.2374877930002,41.5546875,68.17703268,64.42405852,1951.322915,-26.24870929,734.4119685,115.7972874,89.33806481,35.55336993
"Asthen_antide_L56816","Asthen_antide_L56816",-1.07247677847832,0.691076538259078,16.5976472891574,67,1000,2000,2000,45.1749572749999,35.453796386,19.4423217779999,63.34353243,71.77308646,3484.265816,-9.723089493,895.5614395,274.9966615,33.69820405,121.4940976
"Asthen_modsta_L103883","Asthen_modsta_L103883",-1.10811968271446,0.792069465215377,16.6055027706389,205,2550,4600,4100,30.7503051759998,10.5364990239999,40.4276123039999,82.41903498,46.35350571,3952.859449,-29.81310371,361.8343616,76.74438134,80.63501292,22.44427107
"Asthen_humil_L103801","Asthen_humil_L103801",-1.10811968271446,0.792069465215377,16.6055027706389,342,3770,4800,2060,10.806213379,7.13909912099996,7.33422851600004,67.17223173,82.32230113,959.9007788,-2.242312598,1064.420742,168.7006633,70.57468996,58.82766118
"Asthen_virata_L44798","Asthen_virata_L44798",-0.921600101923956,0.483270854109059,16.1066141359732,277,3875,4500,1250,11.6317231264998,10.8851639249999,1.4931184029999,66.8677271,84.06116036,987.1463685,-0.45793767,1254.858354,178.7015731,68.30401633,77.98415423
"Asthen_maccau_ACBFMH14","Asthen_maccau_ACBFMH14",-0.921600101923956,0.483270854109059,16.1066141359732,288,3275,4300,2050,17.3856670135,12.96853328,8.8342674669999,90.45117876,54.79782904,2245.345674,-1.635960284,1430.267094,223.1245465,76.94588966,83.45643528
"Asthen_flamata_L31690","Asthen_flamata_L31690",-1.22531790277334,0.992907269231226,16.6431046965649,322,3550,4400,1700,2.10821533199982,7.44488525400021,19.106201172,96.06110152,75.43631184,360.5405538,42.84294884,1242.610831,259.4274309,42.66436001,140.8039276
"Asthen_urusis_L7689","Asthen_urusis_L7689",-1.41377014522156,1.22388160245638,17.1794137233558,394,3675,4300,1250,12.6000061034999,7.56719970699982,10.0656127930001,81.94731603,79.31729328,1102.730149,13.59311608,1783.593023,333.7852441,59.56569727,135.4276485
"Asthen_hudso_SB6349","Asthen_hudso_SB6349",-1.71335451222296,1.52647252121226,18.2986229086355,99,75,150,150,35.5073262259999,30.2361795519999,10.542293348,159.3216736,27.72157402,5095.136259,43.95069132,835.6065607,174.7576189,29.97899833,122.1229764
"Asthen_luiza_UFMG3066","Asthen_luiza_UFMG3066",-1.87074995868676,1.72279249026303,18.8941319481413,165,1200,1500,600,17.3600932384999,14.9260580589998,4.8680703590001,201.7251847,41.90081197,1667.964368,124.8906826,1302.726256,176.0485323,87.85084399,23.44768463
